,Oligos,Neurons,Vascular,Astrocytes,Ependymal,Immune,Blood
0,0.114689976,0.6904321,0.0,0.0,0.0,0.031209197,0.0
1,0.083331406,0.6610217,0.0,0.21120442,0.0,0.045381237,0.0
2,0.11701903,0.59660167,0.0,0.07772762,0.0,0.04488167,0.0
3,0.0470008,0.5246855,0.0,0.5912444,0.0,0.015350835,0.0
4,0.11379778,0.57801235,0.0,0.20969217,0.0,0.08751491,0.0
5,0.08652587,0.556487,0.0,0.08418476,0.0,0.08797513,0.0
6,0.21247807,0.22495817,0.0,0.4198959,0.0,0.11653669,0.0
7,0.16142814,0.7782214,0.0,0.21127896,0.0,0.04312672,0.0
8,0.18303792,0.5379203,0.0,0.28959435,0.0,0.024437986,0.0
9,0.15855692,0.43053386,0.0,0.34581682,0.0,0.13153258,0.0
10,0.30796376,0.23203367,0.0,0.34892327,0.0,0.0,0.0
11,0.17160591,0.5659224,0.0,0.1402374,0.0,0.042306714,0.0
12,0.20877358,0.5114473,0.0,0.039919667,0.0,0.0,0.0
13,0.13527568,0.483749,0.0,0.09586396,0.0,0.060480744,0.0
14,0.42090207,0.26754248,0.0,0.20910826,0.0,0.01713051,0.0
15,0.31329814,0.25949022,0.0,0.14240131,0.0,0.0,0.0
16,0.087696426,0.82704234,0.0,0.0,0.0,0.02390827,0.0
17,0.31093854,0.26475003,0.0,0.13505933,0.0,0.0,0.0
18,0.2181955,0.33202285,0.0,0.0,0.0,0.068044044,0.0
19,0.082617745,0.46997797,0.0,0.25747302,0.0,0.16710903,0.0
20,0.106538974,0.50290203,0.0,0.12980963,0.0,0.09317213,0.0
21,0.18325594,0.34805673,0.0,0.2679228,0.0,0.12051099,0.0
22,0.2880786,0.28142372,0.0,0.26066488,0.0,0.040215794,0.0
23,0.3252681,0.34678334,0.0,0.23345867,0.0,0.0047964845,0.0
24,0.13880275,0.56637883,0.0,0.12940764,0.0,0.04988526,0.0
25,0.18444782,0.6113429,0.0,0.0,0.0,0.025325276,0.0
26,0.1322178,0.49753726,0.0,0.22300866,0.0,0.02009508,0.0
27,0.37539655,0.196788,0.0,0.19354165,0.0,0.0,0.0
28,0.36256856,0.19852191,0.0,0.19389968,0.0,0.0,0.0
29,0.23508403,0.31863335,0.0,0.39814717,0.0,0.017061923,0.0
30,0.24557824,0.17611223,0.0,0.4489427,0.0,0.065204,0.0
31,0.14258128,0.5263189,0.0,0.060107175,0.0,0.05575846,0.0
32,0.29386014,0.17094931,0.0,0.6704667,0.0,0.020199543,0.0
33,0.21588784,0.35372788,0.0,0.45425165,0.0,0.08197008,0.0
34,0.16956665,0.3826234,0.0,0.28799835,0.0,0.093700275,0.0
35,0.15930344,0.21814084,0.0,0.6536942,0.0,0.1434587,0.0
36,0.25129429,0.28577727,0.0,0.1890063,0.0,0.051427606,0.0
37,0.097102806,0.5214233,0.0,0.2169909,0.0,0.11304883,0.0
38,0.16629995,0.46034205,0.0,0.0,0.0,0.07852516,0.0
39,0.1927217,0.40967995,0.0,0.21280164,0.0,0.0,0.0
40,0.043477032,0.76080894,0.0,0.2606486,0.0,0.060581204,0.0
41,0.09412456,0.7350972,0.0,0.053026,0.0,0.028149495,0.0
42,0.2467249,0.41955292,0.0,0.23226672,0.0,0.027391206,0.0
43,0.17862456,0.43804914,0.0,0.100965455,0.0,0.022895416,0.0
44,0.3051877,0.22090554,0.0,0.07695398,0.0,0.022126457,0.0
45,0.1848898,0.49240422,0.0,0.061412893,0.0,0.043699473,0.0
46,0.017664813,0.729669,0.0,0.16143174,0.0,0.058821894,0.0
47,0.18459734,0.2958648,0.0,0.33752707,0.0,0.10637914,0.0
48,0.13216248,0.4822761,0.0,0.37964967,0.0,0.08725968,0.0
49,0.3079031,0.26412457,0.0,0.057604663,0.0,0.036769256,0.0
50,0.27357388,0.39180344,0.0,0.21908617,0.0,0.0,0.0
51,0.20797582,0.43260294,0.0,0.12333079,0.0,0.010520577,0.0
52,0.2161186,0.45603225,0.0,0.114186935,0.0,0.0,0.0
53,0.3578186,0.20061034,0.0,0.13580199,0.0,0.0,0.0
54,0.30831897,0.26820856,0.0,0.1553097,0.0,0.0,0.0
55,0.34438467,0.24135718,0.0,0.15218696,0.0,0.0,0.0
56,0.2898472,0.33350012,0.0,0.10826947,0.0,0.007577692,0.0
57,0.24233687,0.41490504,0.0,0.08552304,0.0,0.0,0.0
58,0.23394582,0.3786375,0.0,0.21641594,0.0,0.0,0.0
59,0.22377393,0.32196075,0.0,0.24641645,0.0,0.0,0.0
60,0.2823416,0.26965785,0.0,0.22029127,0.0,0.0,0.0
61,0.17433262,0.6122381,0.0,0.34398177,0.0,0.031187542,0.0
62,0.2487095,0.328813,0.0,0.12692468,0.0,0.0,0.0
63,0.22508231,0.31170413,0.0,0.30300376,0.0,0.0,0.0
64,0.28172812,0.28560373,0.0,0.15724123,0.0,0.011702779,0.0
65,0.20051214,0.55989635,0.0,0.16299722,0.0,0.011753055,0.0
66,0.11012552,0.76901746,0.0,0.20698446,0.0,0.022439077,0.0
67,0.26968643,0.34840503,0.0,0.07657908,0.0,0.0341416,0.0
68,0.1782768,0.4174608,0.0,0.21883601,0.0,0.047663055,0.0
69,0.17253798,0.48453292,0.0,0.04233908,0.0,0.027987577,0.0
70,0.0,0.8633229,0.0,0.0,0.0,0.019433614,0.0
71,0.11883218,0.8435254,0.0,0.14543964,0.0,0.04088789,0.0
72,0.1827682,0.4924628,0.0,0.1372361,0.0,0.07996483,0.0
73,0.17366514,0.40972415,0.0,0.0,0.0,0.07436762,0.0
74,0.11056011,0.76297826,0.0,0.18433368,0.0,0.013580516,0.0
75,0.25942698,0.28791243,0.0,0.13776197,0.0,0.00052622147,0.0
76,0.3281746,0.18023832,0.0,0.18062289,0.0,0.0,0.0
77,0.36012733,0.1514192,0.0,0.31247383,0.0,0.0,0.0
78,0.36544824,0.23953152,0.0,0.1776154,0.0,0.0,0.0
79,0.2888493,0.43616217,0.0,0.24019459,0.0,0.0,0.0
80,0.18078852,0.59712356,0.0,0.24228598,0.0,0.020399433,0.0
81,0.39028805,0.1504267,0.0,0.17692935,0.0,0.0,0.0
82,0.19325328,0.37631923,0.0,0.17585874,0.0,0.051274456,0.0
83,0.24742475,0.28725013,0.0,0.35391283,0.0,0.0,0.0
84,0.3805284,0.15879317,0.0,0.14680679,0.0,0.0,0.0
85,0.2911431,0.20457757,0.0,0.33170938,0.0,0.032662936,0.0
86,0.1314328,0.43522584,0.0,0.20305526,0.0,0.07081707,0.0
87,0.119794324,0.5110457,0.0,0.12401458,0.0,0.12087791,0.0
88,0.124201536,0.49441847,0.0,0.41957295,0.0,0.08835099,0.0
89,0.1421022,0.69165254,0.0,0.2342197,0.0,0.0690889,0.0
90,0.20668346,0.25072834,0.0,0.42117324,0.0,0.115848556,0.0
91,0.1276888,0.43873176,0.0,0.5373671,0.0,0.10690951,0.0
92,0.16960287,0.6759346,0.0,0.0558021,0.0,0.063468814,0.0
93,0.17749992,0.204915,0.0,0.5701777,0.0,0.12710612,0.0
94,0.08776783,0.6062807,0.0,0.0,0.0,0.025378808,0.0
95,0.13562953,0.81392324,0.0,0.24255434,0.0,0.08686954,0.0
96,0.21349078,0.40672368,0.0,0.09562647,0.0,0.038432416,0.0
97,0.06977442,0.29081935,0.0,0.7882526,0.0,0.110503614,0.0
98,0.13440165,0.5514267,0.0,0.18578845,0.0,0.10360131,0.0
99,0.21567526,0.36446226,0.0,0.0,0.0,0.062033318,0.0
100,0.13825375,0.53569883,0.0,0.02681758,0.0,0.08395381,0.0
101,0.24338056,0.34033355,0.0,0.06934549,0.0,0.04350101,0.0
102,0.04442913,0.67637575,0.0,0.0,0.0,0.017020933,0.0
103,0.09377959,0.6692761,0.0,0.03751643,0.0,0.046433896,0.0
104,0.14566784,0.49801493,0.0,0.15096635,0.0,0.08674948,0.0
105,0.19204211,0.3020372,0.0,0.13380584,0.0,0.07768601,0.0
106,0.22246462,0.4178369,0.0,0.17248493,0.0,0.051682163,0.0
107,0.3101662,0.18269108,0.0,0.16654795,0.0,0.0,0.0
108,0.09125501,0.57010806,0.0,0.067541406,0.0,0.10742849,0.0
109,0.14474156,0.4511417,0.0,0.15159607,0.0,0.09141612,0.0
110,0.22835258,0.53370905,0.0,0.21240528,0.0,0.07228541,0.0
111,0.23587175,0.2759698,0.0,0.20049965,0.0,0.0,0.0
112,0.09168284,0.57950544,0.0,0.112103015,0.0,0.14412273,0.0
113,0.11777873,0.5924083,0.0,0.074484296,0.0,0.12926011,0.0
114,0.05017378,0.84800655,0.0,0.23662545,0.0,0.07162409,0.0
115,0.27153978,0.36274645,0.0,0.097650506,0.0,0.015929997,0.0
116,0.27470183,0.29448962,0.0,0.07748609,0.0,0.009163295,0.0
117,0.16702196,0.5298256,0.0,0.20468412,0.0,0.06459505,0.0
118,0.27246016,0.27399737,0.0,0.24113058,0.0,0.0,0.0
119,0.056656014,0.777403,0.0,0.3481639,0.0,0.051642463,0.0
120,0.15321562,0.42845088,0.0,0.34794006,0.0,0.11732792,0.0
121,0.2118336,0.39188874,0.0,0.49340615,0.0,0.06360033,0.0
122,0.16218069,0.41198817,0.0,0.2801075,0.0,0.041505493,0.0
123,0.19225378,0.43352634,0.0,0.17290619,0.0,0.122639626,0.0
124,0.21340553,0.32177216,0.0,0.21065663,0.0,0.09042649,0.0
125,0.13197026,0.5715486,0.0,0.21185783,0.0,0.060723267,0.0
126,0.14539568,0.6294048,0.0,0.1344522,0.0,0.033330034,0.0
127,0.17043774,0.5568438,0.0,0.2570673,0.0,0.0066998405,0.0
128,0.16040872,0.63583624,0.0,0.21826248,0.0,0.05599051,0.0
129,0.16068274,0.37502965,0.0,0.26896286,0.0,0.070206136,0.0
130,0.13997927,0.68181235,0.0,0.53046703,0.0,0.12330975,0.0
131,0.20845515,0.1839443,0.0,0.52362293,0.0,0.107787825,0.0
132,0.14010064,0.35904917,0.0,0.7253976,0.0,0.06966219,0.0
133,0.18671256,0.28391546,0.0,0.43259233,0.0,0.13470569,0.0
134,0.20420325,0.45980626,0.0,0.24470976,0.0,0.09045328,0.0
135,0.1878098,0.31607616,0.0,0.2833555,0.0,0.117285855,0.0
136,0.14184923,0.51738596,0.0,0.095260434,0.0,0.084075205,0.0
137,0.08082122,0.69322944,0.0,0.004078416,0.0,0.04186679,0.0
138,0.3489744,0.21304712,0.0,0.23342246,0.0,0.0,0.0
139,0.068445176,0.626805,0.0,0.03445162,0.0,0.097782895,0.0
140,0.13301298,0.6918291,0.0,0.062502995,0.0,0.05832558,0.0
141,0.34146762,0.3587173,0.0,0.25495768,0.0,0.0,0.0
142,0.30438426,0.22199446,0.0,0.25272825,0.0,0.0,0.0
143,0.18534294,0.4387073,0.0,0.0,0.0,0.093584314,0.0
144,0.2196854,0.38535294,0.0,0.0,0.0,0.09793432,0.0
145,0.25650835,0.3604596,0.0,0.1759627,0.0,0.0,0.0
146,0.30980158,0.37736154,0.0,0.036380265,0.0,0.0,0.0
147,0.3531888,0.14379632,0.0,0.29414067,0.0,0.0,0.0
148,0.17160617,0.4821836,0.0,0.019857056,0.0,0.019219182,0.0
149,0.22908813,0.3894977,0.0,0.14031665,0.0,0.033757407,0.0
150,0.37154382,0.19506702,0.0,0.24413505,0.0,0.0,0.0
151,0.0,0.6492907,0.0,0.08379924,0.0,0.15693623,0.0
152,0.15853973,0.6057049,0.0,0.16487786,0.0,0.0,0.0
153,0.33041808,0.2598252,0.0,0.26184264,0.0,0.0,0.0
154,0.2012429,0.46122572,0.0,0.08704333,0.0,0.0,0.0
155,0.120504454,0.5112307,0.0,0.5301722,0.0,0.10774442,0.0
156,0.167995,0.459933,0.0,0.05899726,0.0,0.06193258,0.0
157,0.01465996,1.0061599,0.0,0.09128219,0.0,0.0055722864,0.0
158,0.18000439,0.2082647,0.0,0.47899848,0.0,0.12991965,0.0
159,0.08292526,0.50606525,0.0,0.46967775,0.0,0.15060386,0.0
160,0.08222346,0.5083139,0.0,0.2133023,0.0,0.084616765,0.0
161,0.22100505,0.3635152,0.0,0.10698149,0.0,0.0002762433,0.0
162,0.024456182,0.5552982,0.0,0.35583466,0.0,0.116897464,0.0
163,0.10627149,0.34809238,0.0,0.66659534,0.0,0.09573498,0.0
164,0.090266444,0.7645144,0.0,0.20684671,0.0,0.055968873,0.0
165,0.042585764,0.7001137,0.0,0.0,0.0,0.051017974,0.0
166,0.11034351,0.6994183,0.0,0.093574755,0.0,0.008551599,0.0
167,0.056201577,0.66850734,0.0,0.11407721,0.0,0.0076016085,0.0
168,0.06967606,0.68321544,0.0,0.009857859,0.0,0.048903245,0.0
169,0.03546405,0.7070829,0.0,0.0,0.0,0.0600979,0.0
170,0.12592515,0.6151403,0.0,0.3141469,0.0,0.041883193,0.0
171,0.100670874,0.55717134,0.0,0.0038366783,0.0,0.07933909,0.0
172,0.21738937,0.32796025,0.0,0.21604075,0.0,0.009520251,0.0
173,0.3066615,0.2628212,0.0,0.23387504,0.0,0.0,0.0
174,0.23768528,0.46991408,0.0,0.20129919,0.0,0.0,0.0
175,0.0,1.0912225,0.0,0.0,0.0,0.08400936,0.0
176,0.27715898,0.37856254,0.0,0.009989999,0.0,0.0,0.0
177,0.29322642,0.23143736,0.0,0.35579932,0.0,0.007031657,0.0
178,0.3163702,0.37302956,0.0,0.20951064,0.0,0.0,0.0
179,0.24013504,0.37460774,0.0,0.13333625,0.0,0.0,0.0
180,0.27045265,0.25889924,0.0,0.43588543,0.0,0.025677392,0.0
181,0.26035276,0.32748327,0.0,0.26909602,0.0,0.0,0.0
182,0.19508994,0.34827542,0.0,0.11161868,0.0,0.007944344,0.0
183,0.22779183,0.35012555,0.0,0.18245265,0.0,0.0,0.0
184,0.17911848,0.62529814,0.0,0.12285346,0.0,0.0,0.0
185,0.24852486,0.30759293,0.0,0.09851935,0.0,0.11341731,0.0
186,0.12516439,0.668503,0.0,0.1388299,0.0,0.03352455,0.0
187,0.24233127,0.31606287,0.0,0.073066205,0.0,0.12787566,0.0
188,0.08698043,0.7766348,0.0,0.22026344,0.0,0.0,0.0
189,0.1235854,0.5590708,0.0,0.17541982,0.0,0.0,0.0
190,0.2179873,0.25942138,0.0,0.61150193,0.0,0.07314602,0.0
191,0.16629311,0.4040359,0.0,0.52826846,0.0,0.13837974,0.0
192,0.16079623,0.35465196,0.0,0.6126728,0.0,0.13934737,0.0
193,0.16677263,0.5738947,0.0,0.007909264,0.0,0.0,0.0
194,0.10451844,0.26896992,0.0,0.76428163,0.0,0.16892229,0.0
195,0.21892741,0.30305094,0.0,0.0,0.0,0.11243522,0.0
196,0.1604023,0.39121443,0.0,0.06514202,0.0,0.088160895,0.0
197,0.10215454,0.784729,0.0,0.069918096,0.0,0.0065767528,0.0
198,0.18789718,0.41485554,0.0,0.04981964,0.0,0.06051141,0.0
199,0.0479888,0.6551026,0.0,0.089429386,0.0,0.015930042,0.0
200,0.14197099,0.8321077,0.0,0.21106458,0.0,0.049489316,0.0
201,0.14653894,0.4127645,0.0,0.23319179,0.0,0.06387463,0.0
202,0.1745153,0.38505667,0.0,0.09409586,0.0,0.098459356,0.0
203,0.21211334,0.5295869,0.0,0.21091145,0.0,0.06268139,0.0
204,0.24234428,0.2400608,0.0,0.065485716,0.0,0.041897163,0.0
205,0.21128964,0.42785925,0.0,0.03429577,0.0,0.058790337,0.0
206,0.2497108,0.33930516,0.0,0.05484142,0.0,0.011389993,0.0
207,0.13124266,0.39921457,0.0,0.3015844,0.0,0.10498503,0.0
208,0.0,0.8303627,0.0,0.0,0.0,0.029439863,0.0
209,0.3448227,0.14977455,0.0,0.10175372,0.0,0.0,0.0
210,0.37617943,0.2748795,0.0,0.17061222,0.0,0.0,0.0
211,0.35639358,0.19659129,0.0,0.18413271,0.0,0.0,0.0
212,0.3090351,0.19921598,0.0,0.2538625,0.0,0.0,0.0
213,0.16988134,0.348076,0.0,0.49552757,0.0,0.09624227,0.0
214,0.1424303,0.51461095,0.0,0.22935274,0.0,0.07706956,0.0
215,0.18193115,0.57250935,0.0,0.08249836,0.0,0.0065724403,0.0
216,0.2669817,0.3476428,0.0,0.09306371,0.0,0.0,0.0
217,0.1939503,0.31740326,0.0,0.25571737,0.0,0.11569684,0.0
218,0.20428106,0.48903304,0.0,0.18035367,0.0,0.0036804792,0.0
219,0.19078466,0.6445032,0.0,0.24957605,0.0,0.06784275,0.0
220,0.19134569,0.43715462,0.0,0.2999493,0.0,0.044015918,0.0
221,0.28571293,0.24868649,0.0,0.30083278,0.0,0.022934496,0.0
222,0.1408509,0.36715758,0.0,0.2324505,0.0,0.13701555,0.0
223,0.19359188,0.4956277,0.0,0.3602143,0.0,0.07046086,0.0
224,0.21635586,0.39378482,0.0,0.21197562,0.0,0.0,0.0
225,0.23518659,0.36260968,0.0,0.11217177,0.0,0.011664383,0.0
226,0.20900664,0.27943254,0.0,0.24515499,0.0,0.16026396,0.0
227,0.16145633,0.38310313,0.0,0.5642016,0.0,0.10067214,0.0
228,0.14611259,0.24108675,0.0,0.8491515,0.0,0.11927414,0.0
229,0.14326295,0.29544106,0.0,0.5619662,0.0,0.1477695,0.0
230,0.16903546,0.26764274,0.0,0.39039588,0.0,0.09961942,0.0
231,0.16952439,0.34600756,0.0,0.10015759,0.0,0.053851683,0.0
232,0.2081298,0.24986851,0.0,0.46836793,0.0,0.09288244,0.0
233,0.20312048,0.1767574,0.0,0.70609117,0.0,0.12459801,0.0
234,0.09163465,0.5179227,0.0,0.0,0.0,0.052620724,0.0
235,0.21238329,0.62554586,0.0,0.09480626,0.0,0.03609877,0.0
236,0.11842549,0.89266324,0.0,0.26838964,0.0,0.040499114,0.0
237,0.15533504,0.68449366,0.0,0.30786633,0.0,0.05782948,0.0
238,0.13352121,0.59701645,0.0,0.0,0.0,0.051854268,0.0
239,0.34597605,0.14961267,0.0,0.36151934,0.0,0.051495988,0.0
240,0.07173554,0.67573893,0.0,0.0,0.0,0.08439891,0.0
241,0.40688422,0.12358351,0.0,0.24098773,0.0,9.664893e-05,0.0
242,0.22963743,0.40009594,0.0,0.12340032,0.0,0.012772825,0.0
243,0.16087759,0.53144145,0.0,0.052734807,0.0,0.040563192,0.0
244,0.09135244,0.63371414,0.0,0.035411313,0.0,0.020891435,0.0
245,0.09701245,0.7297505,0.0,0.035091557,0.0,0.118676096,0.0
246,0.056933887,0.75282115,0.0,0.16504657,0.0,0.029992394,0.0
247,0.079646006,0.6161308,0.0,0.35819942,0.0,0.03211713,0.0
248,0.12384523,0.71850634,0.0,0.4579416,0.0,0.05871722,0.0
249,0.056333225,0.59264535,0.0,0.0,0.0,0.07115099,0.0
250,0.015747204,0.81243604,0.0,0.0,0.0,0.056213714,0.0
251,0.17396837,0.5672857,0.0,0.06597294,0.0,0.020442547,0.0
252,0.007774651,0.75948,0.0,0.0,0.0,0.05865076,0.0
253,0.0,0.76408416,0.0,0.0,0.0,0.101547174,0.0
254,0.11305238,0.5494334,0.0,0.1407399,0.0,0.12688999,0.0
255,0.0014240453,0.8273798,0.0,0.0,0.0,0.029723497,0.0
256,0.164018,0.53564537,0.0,0.32924423,0.0,0.0,0.0
257,0.101017505,0.60245806,0.0,0.14898996,0.0,0.042191163,0.0
258,0.10926666,0.71083033,0.0,0.18345334,0.0,0.026220782,0.0
259,0.12674612,1.036177,0.0,0.19067211,0.0,0.012791239,0.0
